valuation_batch_id,run_id,datestamp,timestamp,engine_name,number_of_threads,hash_size,time_per_valuation,number_of_runs,machine_ident,model,chess1m_sp_idn,chess960_scharnagl_sp_idn_white,chess960_scharnagl_sp_idn_black,rank_1_white,rank_8_black,standard_fen,shredder_fen,is_chess960,is_classical,score_cp,score_mate_in,score_is_mate,score,lowerbound,upperbound,depth,seldepth,nodes,nps,move_1,move_2,move_3,move_4,move_5,move_6,pv,info_pretty,error
2025-09-28_18:31:09_960_Alienware Aurora R7,798,2025-09-28,22:57:10,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,766878,798,798,RQKNRBBN,rqknrbbn,rqknrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKNRBBN w KQkq - 0 1,rqknrbbn/pppppppp/8/8/8/8/PPPPPPPP/RQKNRBBN w EAea - 0 1,1,0,34,,False,"PovScore(Cp(+34), WHITE)",,True,34,49,57803611,2890180,e4,e5,c3,f6,Ng3,a5,"[Move.from_uci('e2e4'), Move.from_uci('e7e5'), Move.from_uci('c2c3'), Move.from_uci('f7f6'), Move.from_uci('h1g3'), Move.from_uci('a7a5'), Move.from_uci('f2f3'), Move.from_uci('a5a4'), Move.from_uci('b2b4'), Move.from_uci('b7b5'), Move.from_uci('d1e3'), Move.from_uci('h8g6'), Move.from_uci('b1c2'), Move.from_uci('g6f4'), Move.from_uci('g3f5'), Move.from_uci('g7g6'), Move.from_uci('g2g3'), Move.from_uci('g6f5'), Move.from_uci('g3f4'), Move.from_uci('f5e4'), Move.from_uci('f4e5'), Move.from_uci('f6e5'), Move.from_uci('c2e4'), Move.from_uci('c7c6'), Move.from_uci('e3g4'), Move.from_uci('f8g7'), Move.from_uci('f3f4'), Move.from_uci('d8f7'), Move.from_uci('f4e5'), Move.from_uci('f7e5'), Move.from_uci('c1c2'), Move.from_uci('g8e6'), Move.from_uci('g4e5')]","{'currmove': Move.from_uci('f2f3'),
 'currmovenumber': 5,
 'depth': 34,
 'hashfull': 49,
 'multipv': 1,
 'nodes': 57803611,
 'nps': 2890180,
 'pv': [Move.from_uci('e2e4'),
        Move.from_uci('e7e5'),
        Move.from_uci('c2c3'),
        Move.from_uci('f7f6'),
        Move.from_uci('h1g3'),
        Move.from_uci('a7a5'),
        Move.from_uci('f2f3'),
        Move.from_uci('a5a4'),
        Move.from_uci('b2b4'),
        Move.from_uci('b7b5'),
        Move.from_uci('d1e3'),
        Move.from_uci('h8g6'),
        Move.from_uci('b1c2'),
        Move.from_uci('g6f4'),
        Move.from_uci('g3f5'),
        Move.from_uci('g7g6'),
        Move.from_uci('g2g3'),
        Move.from_uci('g6f5'),
        Move.from_uci('g3f4'),
        Move.from_uci('f5e4'),
        Move.from_uci('f4e5'),
        Move.from_uci('f6e5'),
        Move.from_uci('c2e4'),
        Move.from_uci('c7c6'),
        Move.from_uci('e3g4'),
        Move.from_uci('f8g7'),
        Move.from_uci('f3f4'),
        Move.from_uci('d8f7'),
        Move.from_uci('f4e5'),
        Move.from_uci('f7e5'),
        Move.from_uci('c1c2'),
        Move.from_uci('g8e6'),
        Move.from_uci('g4e5')],
 'score': PovScore(Cp(+34), WHITE),
 'seldepth': 49,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,799,2025-09-28,22:57:30,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,767839,799,799,RQKNRNBB,rqknrnbb,rqknrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNRNBB w KQkq - 0 1,rqknrnbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNRNBB w EAea - 0 1,1,0,40,,False,"PovScore(Cp(+40), WHITE)",,True,33,50,60227550,3011377,e4,e5,,,,,"[Move.from_uci('e2e4'), Move.from_uci('e7e5')]","{'currmove': Move.from_uci('f2f4'),
 'currmovenumber': 3,
 'depth': 33,
 'hashfull': 54,
 'multipv': 1,
 'nodes': 60227550,
 'nps': 3011377,
 'pv': [Move.from_uci('e2e4'), Move.from_uci('e7e5')],
 'score': PovScore(Cp(+40), WHITE),
 'seldepth': 50,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,800,2025-09-28,22:57:50,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,768800,800,800,BBRKQNRN,bbrkqnrn,bbrkqnrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNRN w KQkq - 0 1,bbrkqnrn/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNRN w GCgc - 0 1,1,0,44,,False,"PovScore(Cp(+44), WHITE)",,True,31,30,55033307,2751665,d4,b6,,,,,"[Move.from_uci('d2d4'), Move.from_uci('b7b6')]","{'currmove': Move.from_uci('d2d4'),
 'currmovenumber': 1,
 'depth': 31,
 'hashfull': 49,
 'multipv': 1,
 'nodes': 55033307,
 'nps': 2751665,
 'pv': [Move.from_uci('d2d4'), Move.from_uci('b7b6')],
 'score': PovScore(Cp(+44), WHITE),
 'seldepth': 30,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,801,2025-09-28,22:58:10,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,769761,801,801,BRKBQNRN,brkbqnrn,brkbqnrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNRN w KQkq - 0 1,brkbqnrn/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNRN w GBgb - 0 1,1,0,22,,False,"PovScore(Cp(+22), WHITE)",True,True,31,47,63461822,3173091,f4,f5,b4,b6,Nhg3,e6,"[Move.from_uci('f2f4'), Move.from_uci('f7f5'), Move.from_uci('b2b4'), Move.from_uci('b7b6'), Move.from_uci('h1g3'), Move.from_uci('e7e6'), Move.from_uci('e2e4'), Move.from_uci('f5e4'), Move.from_uci('g3e4'), Move.from_uci('f8g6'), Move.from_uci('d1h5'), Move.from_uci('h8f7'), Move.from_uci('e1e3'), Move.from_uci('e6e5'), Move.from_uci('f4e5'), Move.from_uci('f7e5'), Move.from_uci('f1g3'), Move.from_uci('g8f8'), Move.from_uci('g1e1'), Move.from_uci('e8e6'), Move.from_uci('e4g5'), Move.from_uci('e5d3'), Move.from_uci('c2d3'), Move.from_uci('d8g5'), Move.from_uci('e3e6'), Move.from_uci('d7e6'), Move.from_uci('a1g7')]","{'currmove': Move.from_uci('f2f4'),
 'currmovenumber': 2,
 'depth': 31,
 'hashfull': 47,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 63461822,
 'nps': 3173091,
 'pv': [Move.from_uci('f2f4'),
        Move.from_uci('f7f5'),
        Move.from_uci('b2b4'),
        Move.from_uci('b7b6'),
        Move.from_uci('h1g3'),
        Move.from_uci('e7e6'),
        Move.from_uci('e2e4'),
        Move.from_uci('f5e4'),
        Move.from_uci('g3e4'),
        Move.from_uci('f8g6'),
        Move.from_uci('d1h5'),
        Move.from_uci('h8f7'),
        Move.from_uci('e1e3'),
        Move.from_uci('e6e5'),
        Move.from_uci('f4e5'),
        Move.from_uci('f7e5'),
        Move.from_uci('f1g3'),
        Move.from_uci('g8f8'),
        Move.from_uci('g1e1'),
        Move.from_uci('e8e6'),
        Move.from_uci('e4g5'),
        Move.from_uci('e5d3'),
        Move.from_uci('c2d3'),
        Move.from_uci('d8g5'),
        Move.from_uci('e3e6'),
        Move.from_uci('d7e6'),
        Move.from_uci('a1g7')],
 'score': PovScore(Cp(+22), WHITE),
 'seldepth': 47,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,802,2025-09-28,22:58:30,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,770722,802,802,BRKQNBRN,brkqnbrn,brkqnbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBRN w KQkq - 0 1,brkqnbrn/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBRN w GBgb - 0 1,1,0,14,,False,"PovScore(Cp(+14), WHITE)",True,True,31,45,59206042,2960302,e3,e6,c4,b6,Ng3,Ng6,"[Move.from_uci('e2e3'), Move.from_uci('e7e6'), Move.from_uci('c2c4'), Move.from_uci('b7b6'), Move.from_uci('h1g3'), Move.from_uci('h8g6'), Move.from_uci('d1c2'), Move.from_uci('c7c5'), Move.from_uci('f1e2'), Move.from_uci('d8c7'), Move.from_uci('e1d3'), Move.from_uci('a7a5'), Move.from_uci('a2a3'), Move.from_uci('f8e7'), Move.from_uci('b2b4'), Move.from_uci('a5b4'), Move.from_uci('a3b4'), Move.from_uci('e8f6'), Move.from_uci('b4c5'), Move.from_uci('b6c5'), Move.from_uci('b1b8'), Move.from_uci('c7b8'), Move.from_uci('c1g1'), Move.from_uci('b8c7'), Move.from_uci('f2f4'), Move.from_uci('c8g8'), Move.from_uci('f4f5'), Move.from_uci('g6h4'), Move.from_uci('d3f4'), Move.from_uci('c7c6'), Move.from_uci('a1e5'), Move.from_uci('c6b7'), Move.from_uci('e2f3'), Move.from_uci('h4f3'), Move.from_uci('g2f3')]","{'currmove': Move.from_uci('e2e3'),
 'currmovenumber': 1,
 'depth': 31,
 'hashfull': 50,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 59206042,
 'nps': 2960302,
 'pv': [Move.from_uci('e2e3'),
        Move.from_uci('e7e6'),
        Move.from_uci('c2c4'),
        Move.from_uci('b7b6'),
        Move.from_uci('h1g3'),
        Move.from_uci('h8g6'),
        Move.from_uci('d1c2'),
        Move.from_uci('c7c5'),
        Move.from_uci('f1e2'),
        Move.from_uci('d8c7'),
        Move.from_uci('e1d3'),
        Move.from_uci('a7a5'),
        Move.from_uci('a2a3'),
        Move.from_uci('f8e7'),
        Move.from_uci('b2b4'),
        Move.from_uci('a5b4'),
        Move.from_uci('a3b4'),
        Move.from_uci('e8f6'),
        Move.from_uci('b4c5'),
        Move.from_uci('b6c5'),
        Move.from_uci('b1b8'),
        Move.from_uci('c7b8'),
        Move.from_uci('c1g1'),
        Move.from_uci('b8c7'),
        Move.from_uci('f2f4'),
        Move.from_uci('c8g8'),
        Move.from_uci('f4f5'),
        Move.from_uci('g6h4'),
        Move.from_uci('d3f4'),
        Move.from_uci('c7c6'),
        Move.from_uci('a1e5'),
        Move.from_uci('c6b7'),
        Move.from_uci('e2f3'),
        Move.from_uci('h4f3'),
        Move.from_uci('g2f3')],
 'score': PovScore(Cp(+14), WHITE),
 'seldepth': 45,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,803,2025-09-28,22:58:51,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,771683,803,803,BRKQNRNB,brkqnrnb,brkqnrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNRNB w KQkq - 0 1,brkqnrnb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNRNB w FBfb - 0 1,1,0,35,,False,"PovScore(Cp(+35), WHITE)",True,True,32,40,61384025,3069201,g3,g6,d4,Nd6,b3,e6,"[Move.from_uci('g2g3'), Move.from_uci('g7g6'), Move.from_uci('d2d4'), Move.from_uci('e8d6'), Move.from_uci('b2b3'), Move.from_uci('e7e6'), Move.from_uci('c2c4'), Move.from_uci('f7f5'), Move.from_uci('e1d3'), Move.from_uci('d8e7'), Move.from_uci('d1c2'), Move.from_uci('b7b6'), Move.from_uci('h1a8'), Move.from_uci('b8a8'), Move.from_uci('g1h3'), Move.from_uci('g8f6'), Move.from_uci('c1f1'), Move.from_uci('d6f7'), Move.from_uci('f2f3'), Move.from_uci('c8f8'), Move.from_uci('g1g2'), Move.from_uci('d7d6'), Move.from_uci('b1e1'), Move.from_uci('a8e8'), Move.from_uci('e2e4'), Move.from_uci('f5e4'), Move.from_uci('f3e4'), Move.from_uci('e6e5'), Move.from_uci('d4e5'), Move.from_uci('d6e5'), Move.from_uci('c4c5'), Move.from_uci('e7e6'), Move.from_uci('b3b4'), Move.from_uci('h8g7')]","{'currmove': Move.from_uci('g2g3'),
 'currmovenumber': 1,
 'depth': 32,
 'hashfull': 55,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 61384025,
 'nps': 3069201,
 'pv': [Move.from_uci('g2g3'),
        Move.from_uci('g7g6'),
        Move.from_uci('d2d4'),
        Move.from_uci('e8d6'),
        Move.from_uci('b2b3'),
        Move.from_uci('e7e6'),
        Move.from_uci('c2c4'),
        Move.from_uci('f7f5'),
        Move.from_uci('e1d3'),
        Move.from_uci('d8e7'),
        Move.from_uci('d1c2'),
        Move.from_uci('b7b6'),
        Move.from_uci('h1a8'),
        Move.from_uci('b8a8'),
        Move.from_uci('g1h3'),
        Move.from_uci('g8f6'),
        Move.from_uci('c1f1'),
        Move.from_uci('d6f7'),
        Move.from_uci('f2f3'),
        Move.from_uci('c8f8'),
        Move.from_uci('g1g2'),
        Move.from_uci('d7d6'),
        Move.from_uci('b1e1'),
        Move.from_uci('a8e8'),
        Move.from_uci('e2e4'),
        Move.from_uci('f5e4'),
        Move.from_uci('f3e4'),
        Move.from_uci('e6e5'),
        Move.from_uci('d4e5'),
        Move.from_uci('d6e5'),
        Move.from_uci('c4c5'),
        Move.from_uci('e7e6'),
        Move.from_uci('b3b4'),
        Move.from_uci('h8g7')],
 'score': PovScore(Cp(+35), WHITE),
 'seldepth': 40,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,804,2025-09-28,22:59:11,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,772644,804,804,RBBKQNRN,rbbkqnrn,rbbkqnrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNRN w KQkq - 0 1,rbbkqnrn/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNRN w GAga - 0 1,1,0,35,,False,"PovScore(Cp(+35), WHITE)",True,,31,47,58648516,2932279,e4,c5,Nhg3,Nhg6,a4,e6,"[Move.from_uci('e2e4'), Move.from_uci('c7c5'), Move.from_uci('h1g3'), Move.from_uci('h8g6'), Move.from_uci('a2a4'), Move.from_uci('e7e6'), Move.from_uci('f1e3'), Move.from_uci('g6f4'), Move.from_uci('c2c3'), Move.from_uci('f8g6'), Move.from_uci('d2d4'), Move.from_uci('e8e7'), Move.from_uci('h2h4'), Move.from_uci('g6h4'), Move.from_uci('g3e2'), Move.from_uci('h4g6'), Move.from_uci('g1h1'), Move.from_uci('f4e2'), Move.from_uci('e1e2'), Move.from_uci('d7d6'), Move.from_uci('a4a5'), Move.from_uci('b8c7'), Move.from_uci('b1c2'), Move.from_uci('c5d4'), Move.from_uci('c3d4')]","{'currmove': Move.from_uci('e2e4'),
 'currmovenumber': 1,
 'depth': 31,
 'hashfull': 53,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 58648516,
 'nps': 2932279,
 'pv': [Move.from_uci('e2e4'),
        Move.from_uci('c7c5'),
        Move.from_uci('h1g3'),
        Move.from_uci('h8g6'),
        Move.from_uci('a2a4'),
        Move.from_uci('e7e6'),
        Move.from_uci('f1e3'),
        Move.from_uci('g6f4'),
        Move.from_uci('c2c3'),
        Move.from_uci('f8g6'),
        Move.from_uci('d2d4'),
        Move.from_uci('e8e7'),
        Move.from_uci('h2h4'),
        Move.from_uci('g6h4'),
        Move.from_uci('g3e2'),
        Move.from_uci('h4g6'),
        Move.from_uci('g1h1'),
        Move.from_uci('f4e2'),
        Move.from_uci('e1e2'),
        Move.from_uci('d7d6'),
        Move.from_uci('a4a5'),
        Move.from_uci('b8c7'),
        Move.from_uci('b1c2'),
        Move.from_uci('c5d4'),
        Move.from_uci('c3d4')],
 'score': PovScore(Cp(+35), WHITE),
 'seldepth': 47,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.001}",
2025-09-28_18:31:09_960_Alienware Aurora R7,805,2025-09-28,22:59:31,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,773605,805,805,RKBBQNRN,rkbbqnrn,rkbbqnrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNRN w KQkq - 0 1,rkbbqnrn/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNRN w GAga - 0 1,1,0,21,,False,"PovScore(Cp(+21), WHITE)",True,True,34,55,69192706,3459635,d4,d5,a4,a5,g4,e6,"[Move.from_uci('d2d4'), Move.from_uci('d7d5'), Move.from_uci('a2a4'), Move.from_uci('a7a5'), Move.from_uci('g2g4'), Move.from_uci('e7e6'), Move.from_uci('f2f3'), Move.from_uci('g7g5'), Move.from_uci('h1f2'), Move.from_uci('d8f6'), Move.from_uci('e2e3'), Move.from_uci('h8g6'), Move.from_uci('f1g3'), Move.from_uci('b7b6'), Move.from_uci('g3h5'), Move.from_uci('f6h8'), Move.from_uci('c2c3'), Move.from_uci('e8d8'), Move.from_uci('f3f4'), Move.from_uci('h7h6'), Move.from_uci('f2d3'), Move.from_uci('c8a6'), Move.from_uci('d1c2'), Move.from_uci('f8d7'), Move.from_uci('d3e5'), Move.from_uci('g6e5'), Move.from_uci('f4e5'), Move.from_uci('f7f6')]","{'currmove': Move.from_uci('d2d4'),
 'currmovenumber': 1,
 'depth': 34,
 'hashfull': 52,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 69192706,
 'nps': 3459635,
 'pv': [Move.from_uci('d2d4'),
        Move.from_uci('d7d5'),
        Move.from_uci('a2a4'),
        Move.from_uci('a7a5'),
        Move.from_uci('g2g4'),
        Move.from_uci('e7e6'),
        Move.from_uci('f2f3'),
        Move.from_uci('g7g5'),
        Move.from_uci('h1f2'),
        Move.from_uci('d8f6'),
        Move.from_uci('e2e3'),
        Move.from_uci('h8g6'),
        Move.from_uci('f1g3'),
        Move.from_uci('b7b6'),
        Move.from_uci('g3h5'),
        Move.from_uci('f6h8'),
        Move.from_uci('c2c3'),
        Move.from_uci('e8d8'),
        Move.from_uci('f3f4'),
        Move.from_uci('h7h6'),
        Move.from_uci('f2d3'),
        Move.from_uci('c8a6'),
        Move.from_uci('d1c2'),
        Move.from_uci('f8d7'),
        Move.from_uci('d3e5'),
        Move.from_uci('g6e5'),
        Move.from_uci('f4e5'),
        Move.from_uci('f7f6')],
 'score': PovScore(Cp(+21), WHITE),
 'seldepth': 55,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,806,2025-09-28,22:59:51,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,774566,806,806,RKBQNBRN,rkbqnbrn,rkbqnbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBRN w KQkq - 0 1,rkbqnbrn/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBRN w GAga - 0 1,1,0,31,,False,"PovScore(Cp(+31), WHITE)",True,True,31,60,68128333,3406416,a4,a5,e4,g5,d4,e6,"[Move.from_uci('a2a4'), Move.from_uci('a7a5'), Move.from_uci('e2e4'), Move.from_uci('g7g5'), Move.from_uci('d2d4'), Move.from_uci('e7e6'), Move.from_uci('h1g3'), Move.from_uci('h8g6'), Move.from_uci('e1d3'), Move.from_uci('d7d5'), Move.from_uci('e4e5'), Move.from_uci('b7b6'), Move.from_uci('c1e3'), Move.from_uci('c7c5'), Move.from_uci('d4c5'), Move.from_uci('d5d4'), Move.from_uci('e3d2'), Move.from_uci('b6c5'), Move.from_uci('c2c4'), Move.from_uci('d4c3'), Move.from_uci('d1b3'), Move.from_uci('c8b7'), Move.from_uci('d2c3'), Move.from_uci('e8c7'), Move.from_uci('g3e4'), Move.from_uci('d8d5'), Move.from_uci('e4c5'), Move.from_uci('f8c5'), Move.from_uci('b3d5'), Move.from_uci('c7d5'), Move.from_uci('d3c5'), Move.from_uci('d5c3'), Move.from_uci('b2c3'), Move.from_uci('g6e5'), Move.from_uci('f1b5'), Move.from_uci('b8a8'), Move.from_uci('g1e1')]","{'currmove': Move.from_uci('e2e4'),
 'currmovenumber': 2,
 'depth': 31,
 'hashfull': 64,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 68128333,
 'nps': 3406416,
 'pv': [Move.from_uci('a2a4'),
        Move.from_uci('a7a5'),
        Move.from_uci('e2e4'),
        Move.from_uci('g7g5'),
        Move.from_uci('d2d4'),
        Move.from_uci('e7e6'),
        Move.from_uci('h1g3'),
        Move.from_uci('h8g6'),
        Move.from_uci('e1d3'),
        Move.from_uci('d7d5'),
        Move.from_uci('e4e5'),
        Move.from_uci('b7b6'),
        Move.from_uci('c1e3'),
        Move.from_uci('c7c5'),
        Move.from_uci('d4c5'),
        Move.from_uci('d5d4'),
        Move.from_uci('e3d2'),
        Move.from_uci('b6c5'),
        Move.from_uci('c2c4'),
        Move.from_uci('d4c3'),
        Move.from_uci('d1b3'),
        Move.from_uci('c8b7'),
        Move.from_uci('d2c3'),
        Move.from_uci('e8c7'),
        Move.from_uci('g3e4'),
        Move.from_uci('d8d5'),
        Move.from_uci('e4c5'),
        Move.from_uci('f8c5'),
        Move.from_uci('b3d5'),
        Move.from_uci('c7d5'),
        Move.from_uci('d3c5'),
        Move.from_uci('d5c3'),
        Move.from_uci('b2c3'),
        Move.from_uci('g6e5'),
        Move.from_uci('f1b5'),
        Move.from_uci('b8a8'),
        Move.from_uci('g1e1')],
 'score': PovScore(Cp(+31), WHITE),
 'seldepth': 60,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,807,2025-09-28,23:00:11,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,775527,807,807,RKBQNRNB,rkbqnrnb,rkbqnrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNRNB w KQkq - 0 1,rkbqnrnb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNRNB w FAfa - 0 1,1,0,49,,False,"PovScore(Cp(+49), WHITE)",True,True,34,45,69960001,3498000,a4,a5,,,,,"[Move.from_uci('a2a4'), Move.from_uci('a7a5')]","{'currmove': Move.from_uci('e2e4'),
 'currmovenumber': 2,
 'depth': 34,
 'hashfull': 61,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 69960001,
 'nps': 3498000,
 'pv': [Move.from_uci('a2a4'), Move.from_uci('a7a5')],
 'score': PovScore(Cp(+49), WHITE),
 'seldepth': 45,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,808,2025-09-28,23:00:31,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,776488,808,808,RBKQBNRN,rbkqbnrn,rbkqbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNRN w KQkq - 0 1,rbkqbnrn/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNRN w GAga - 0 1,1,0,40,,False,"PovScore(Cp(+40), WHITE)",True,True,32,49,60892857,3044490,c4,c6,d4,d5,Nhg3,Nhg6,"[Move.from_uci('c2c4'), Move.from_uci('c7c6'), Move.from_uci('d2d4'), Move.from_uci('d7d5'), Move.from_uci('h1g3'), Move.from_uci('h8g6'), Move.from_uci('e2e3'), Move.from_uci('a7a5'), Move.from_uci('d1e2'), Move.from_uci('e7e6'), Move.from_uci('b1d3'), Move.from_uci('e6e5'), Move.from_uci('d4e5'), Move.from_uci('g6e5'), Move.from_uci('c1a1'), Move.from_uci('e5d3'), Move.from_uci('e2d3'), Move.from_uci('b8c7'), Move.from_uci('e1c3'), Move.from_uci('f7f6'), Move.from_uci('c4d5'), Move.from_uci('c6d5'), Move.from_uci('d3d5'), Move.from_uci('d8d5'), Move.from_uci('d1d5')]","{'currmove': Move.from_uci('c2c4'),
 'currmovenumber': 1,
 'depth': 32,
 'hashfull': 49,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 60892857,
 'nps': 3044490,
 'pv': [Move.from_uci('c2c4'),
        Move.from_uci('c7c6'),
        Move.from_uci('d2d4'),
        Move.from_uci('d7d5'),
        Move.from_uci('h1g3'),
        Move.from_uci('h8g6'),
        Move.from_uci('e2e3'),
        Move.from_uci('a7a5'),
        Move.from_uci('d1e2'),
        Move.from_uci('e7e6'),
        Move.from_uci('b1d3'),
        Move.from_uci('e6e5'),
        Move.from_uci('d4e5'),
        Move.from_uci('g6e5'),
        Move.from_uci('c1a1'),
        Move.from_uci('e5d3'),
        Move.from_uci('e2d3'),
        Move.from_uci('b8c7'),
        Move.from_uci('e1c3'),
        Move.from_uci('f7f6'),
        Move.from_uci('c4d5'),
        Move.from_uci('c6d5'),
        Move.from_uci('d3d5'),
        Move.from_uci('d8d5'),
        Move.from_uci('d1d5')],
 'score': PovScore(Cp(+40), WHITE),
 'seldepth': 49,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.001,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,809,2025-09-28,23:00:51,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,777449,809,809,RKQBBNRN,rkqbbnrn,rkqbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNRN w KQkq - 0 1,rkqbbnrn/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNRN w GAga - 0 1,1,0,40,,False,"PovScore(Cp(+40), WHITE)",True,True,33,46,65918373,3295918,d4,,,,,,[Move.from_uci('d2d4')],"{'currmove': Move.from_uci('d2d4'),
 'currmovenumber': 1,
 'depth': 33,
 'hashfull': 52,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 65918373,
 'nps': 3295918,
 'pv': [Move.from_uci('d2d4')],
 'score': PovScore(Cp(+40), WHITE),
 'seldepth': 46,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
