"chess960_scharnagl_sp_idn","rank_1_white","rank_8_black","standard_fen","shredder_fen","is_chess960","is_classical"
432,"BBRNNQKR","bbrnnqkr","bbrnnqkr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNQKR w KQkq - 0 1","bbrnnqkr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNQKR w HChc - 0 1",1,0
433,"BRNBNQKR","brnbnqkr","brnbnqkr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNQKR w KQkq - 0 1","brnbnqkr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNQKR w HBhb - 0 1",1,0
434,"BRNNQBKR","brnnqbkr","brnnqbkr/pppppppp/8/8/8/8/PPPPPPPP/BRNNQBKR w KQkq - 0 1","brnnqbkr/pppppppp/8/8/8/8/PPPPPPPP/BRNNQBKR w HBhb - 0 1",1,0
435,"BRNNQKRB","brnnqkrb","brnnqkrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNQKRB w KQkq - 0 1","brnnqkrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNQKRB w GBgb - 0 1",1,0
436,"RBBNNQKR","rbbnnqkr","rbbnnqkr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNQKR w KQkq - 0 1","rbbnnqkr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNQKR w HAha - 0 1",1,0
437,"RNBBNQKR","rnbbnqkr","rnbbnqkr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNQKR w KQkq - 0 1","rnbbnqkr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNQKR w HAha - 0 1",1,0
438,"RNBNQBKR","rnbnqbkr","rnbnqbkr/pppppppp/8/8/8/8/PPPPPPPP/RNBNQBKR w KQkq - 0 1","rnbnqbkr/pppppppp/8/8/8/8/PPPPPPPP/RNBNQBKR w HAha - 0 1",1,0
439,"RNBNQKRB","rnbnqkrb","rnbnqkrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNQKRB w KQkq - 0 1","rnbnqkrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNQKRB w GAga - 0 1",1,0
440,"RBNNBQKR","rbnnbqkr","rbnnbqkr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBQKR w KQkq - 0 1","rbnnbqkr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBQKR w HAha - 0 1",1,0
441,"RNNBBQKR","rnnbbqkr","rnnbbqkr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBQKR w KQkq - 0 1","rnnbbqkr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBQKR w HAha - 0 1",1,0
442,"RNNQBBKR","rnnqbbkr","rnnqbbkr/pppppppp/8/8/8/8/PPPPPPPP/RNNQBBKR w KQkq - 0 1","rnnqbbkr/pppppppp/8/8/8/8/PPPPPPPP/RNNQBBKR w HAha - 0 1",1,0
443,"RNNQBKRB","rnnqbkrb","rnnqbkrb/pppppppp/8/8/8/8/PPPPPPPP/RNNQBKRB w KQkq - 0 1","rnnqbkrb/pppppppp/8/8/8/8/PPPPPPPP/RNNQBKRB w GAga - 0 1",1,0
444,"RBNNQKBR","rbnnqkbr","rbnnqkbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNQKBR w KQkq - 0 1","rbnnqkbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNQKBR w HAha - 0 1",1,0
445,"RNNBQKBR","rnnbqkbr","rnnbqkbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBQKBR w KQkq - 0 1","rnnbqkbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBQKBR w HAha - 0 1",1,0
446,"RNNQKBBR","rnnqkbbr","rnnqkbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNQKBBR w KQkq - 0 1","rnnqkbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNQKBBR w HAha - 0 1",1,0
447,"RNNQKRBB","rnnqkrbb","rnnqkrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNQKRBB w KQkq - 0 1","rnnqkrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNQKRBB w FAfa - 0 1",1,0
448,"BBRNNKQR","bbrnnkqr","bbrnnkqr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKQR w KQkq - 0 1","bbrnnkqr/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKQR w HChc - 0 1",1,0
449,"BRNBNKQR","brnbnkqr","brnbnkqr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKQR w KQkq - 0 1","brnbnkqr/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKQR w HBhb - 0 1",1,0
450,"BRNNKBQR","brnnkbqr","brnnkbqr/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBQR w KQkq - 0 1","brnnkbqr/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBQR w HBhb - 0 1",1,0
451,"BRNNKQRB","brnnkqrb","brnnkqrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKQRB w KQkq - 0 1","brnnkqrb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKQRB w GBgb - 0 1",1,0
452,"RBBNNKQR","rbbnnkqr","rbbnnkqr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKQR w KQkq - 0 1","rbbnnkqr/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKQR w HAha - 0 1",1,0
453,"RNBBNKQR","rnbbnkqr","rnbbnkqr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKQR w KQkq - 0 1","rnbbnkqr/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKQR w HAha - 0 1",1,0
454,"RNBNKBQR","rnbnkbqr","rnbnkbqr/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBQR w KQkq - 0 1","rnbnkbqr/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBQR w HAha - 0 1",1,0
455,"RNBNKQRB","rnbnkqrb","rnbnkqrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKQRB w KQkq - 0 1","rnbnkqrb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKQRB w GAga - 0 1",1,0
456,"RBNNBKQR","rbnnbkqr","rbnnbkqr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKQR w KQkq - 0 1","rbnnbkqr/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKQR w HAha - 0 1",1,0
457,"RNNBBKQR","rnnbbkqr","rnnbbkqr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKQR w KQkq - 0 1","rnnbbkqr/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKQR w HAha - 0 1",1,0
458,"RNNKBBQR","rnnkbbqr","rnnkbbqr/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBQR w KQkq - 0 1","rnnkbbqr/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBQR w HAha - 0 1",1,0
459,"RNNKBQRB","rnnkbqrb","rnnkbqrb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBQRB w KQkq - 0 1","rnnkbqrb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBQRB w GAga - 0 1",1,0
460,"RBNNKQBR","rbnnkqbr","rbnnkqbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNKQBR w KQkq - 0 1","rbnnkqbr/pppppppp/8/8/8/8/PPPPPPPP/RBNNKQBR w HAha - 0 1",1,0
461,"RNNBKQBR","rnnbkqbr","rnnbkqbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBKQBR w KQkq - 0 1","rnnbkqbr/pppppppp/8/8/8/8/PPPPPPPP/RNNBKQBR w HAha - 0 1",1,0
462,"RNNKQBBR","rnnkqbbr","rnnkqbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNKQBBR w KQkq - 0 1","rnnkqbbr/pppppppp/8/8/8/8/PPPPPPPP/RNNKQBBR w HAha - 0 1",1,0
463,"RNNKQRBB","rnnkqrbb","rnnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKQRBB w KQkq - 0 1","rnnkqrbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKQRBB w FAfa - 0 1",1,0
464,"BBRNNKRQ","bbrnnkrq","bbrnnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKRQ w KQkq - 0 1","bbrnnkrq/pppppppp/8/8/8/8/PPPPPPPP/BBRNNKRQ w GCgc - 0 1",1,0
465,"BRNBNKRQ","brnbnkrq","brnbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKRQ w KQkq - 0 1","brnbnkrq/pppppppp/8/8/8/8/PPPPPPPP/BRNBNKRQ w GBgb - 0 1",1,0
466,"BRNNKBRQ","brnnkbrq","brnnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBRQ w KQkq - 0 1","brnnkbrq/pppppppp/8/8/8/8/PPPPPPPP/BRNNKBRQ w GBgb - 0 1",1,0
467,"BRNNKRQB","brnnkrqb","brnnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKRQB w KQkq - 0 1","brnnkrqb/pppppppp/8/8/8/8/PPPPPPPP/BRNNKRQB w FBfb - 0 1",1,0
468,"RBBNNKRQ","rbbnnkrq","rbbnnkrq/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKRQ w KQkq - 0 1","rbbnnkrq/pppppppp/8/8/8/8/PPPPPPPP/RBBNNKRQ w GAga - 0 1",1,0
469,"RNBBNKRQ","rnbbnkrq","rnbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKRQ w KQkq - 0 1","rnbbnkrq/pppppppp/8/8/8/8/PPPPPPPP/RNBBNKRQ w GAga - 0 1",1,0
470,"RNBNKBRQ","rnbnkbrq","rnbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBRQ w KQkq - 0 1","rnbnkbrq/pppppppp/8/8/8/8/PPPPPPPP/RNBNKBRQ w GAga - 0 1",1,0
471,"RNBNKRQB","rnbnkrqb","rnbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKRQB w KQkq - 0 1","rnbnkrqb/pppppppp/8/8/8/8/PPPPPPPP/RNBNKRQB w FAfa - 0 1",1,0
472,"RBNNBKRQ","rbnnbkrq","rbnnbkrq/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKRQ w KQkq - 0 1","rbnnbkrq/pppppppp/8/8/8/8/PPPPPPPP/RBNNBKRQ w GAga - 0 1",1,0
473,"RNNBBKRQ","rnnbbkrq","rnnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKRQ w KQkq - 0 1","rnnbbkrq/pppppppp/8/8/8/8/PPPPPPPP/RNNBBKRQ w GAga - 0 1",1,0
474,"RNNKBBRQ","rnnkbbrq","rnnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBRQ w KQkq - 0 1","rnnkbbrq/pppppppp/8/8/8/8/PPPPPPPP/RNNKBBRQ w GAga - 0 1",1,0
475,"RNNKBRQB","rnnkbrqb","rnnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBRQB w KQkq - 0 1","rnnkbrqb/pppppppp/8/8/8/8/PPPPPPPP/RNNKBRQB w FAfa - 0 1",1,0
476,"RBNNKRBQ","rbnnkrbq","rbnnkrbq/pppppppp/8/8/8/8/PPPPPPPP/RBNNKRBQ w KQkq - 0 1","rbnnkrbq/pppppppp/8/8/8/8/PPPPPPPP/RBNNKRBQ w FAfa - 0 1",1,0
477,"RNNBKRBQ","rnnbkrbq","rnnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/RNNBKRBQ w KQkq - 0 1","rnnbkrbq/pppppppp/8/8/8/8/PPPPPPPP/RNNBKRBQ w FAfa - 0 1",1,0
478,"RNNKRBBQ","rnnkrbbq","rnnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/RNNKRBBQ w KQkq - 0 1","rnnkrbbq/pppppppp/8/8/8/8/PPPPPPPP/RNNKRBBQ w EAea - 0 1",1,0
479,"RNNKRQBB","rnnkrqbb","rnnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKRQBB w KQkq - 0 1","rnnkrqbb/pppppppp/8/8/8/8/PPPPPPPP/RNNKRQBB w EAea - 0 1",1,0
480,"BBQRNKNR","bbqrnknr","bbqrnknr/pppppppp/8/8/8/8/PPPPPPPP/BBQRNKNR w KQkq - 0 1","bbqrnknr/pppppppp/8/8/8/8/PPPPPPPP/BBQRNKNR w HDhd - 0 1",1,0
481,"BQRBNKNR","bqrbnknr","bqrbnknr/pppppppp/8/8/8/8/PPPPPPPP/BQRBNKNR w KQkq - 0 1","bqrbnknr/pppppppp/8/8/8/8/PPPPPPPP/BQRBNKNR w HChc - 0 1",1,0
482,"BQRNKBNR","bqrnkbnr","bqrnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRNKBNR w KQkq - 0 1","bqrnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRNKBNR w HChc - 0 1",1,0
483,"BQRNKNRB","bqrnknrb","bqrnknrb/pppppppp/8/8/8/8/PPPPPPPP/BQRNKNRB w KQkq - 0 1","bqrnknrb/pppppppp/8/8/8/8/PPPPPPPP/BQRNKNRB w GCgc - 0 1",1,0
484,"QBBRNKNR","qbbrnknr","qbbrnknr/pppppppp/8/8/8/8/PPPPPPPP/QBBRNKNR w KQkq - 0 1","qbbrnknr/pppppppp/8/8/8/8/PPPPPPPP/QBBRNKNR w HDhd - 0 1",1,0
485,"QRBBNKNR","qrbbnknr","qrbbnknr/pppppppp/8/8/8/8/PPPPPPPP/QRBBNKNR w KQkq - 0 1","qrbbnknr/pppppppp/8/8/8/8/PPPPPPPP/QRBBNKNR w HBhb - 0 1",1,0
486,"QRBNKBNR","qrbnkbnr","qrbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBNKBNR w KQkq - 0 1","qrbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBNKBNR w HBhb - 0 1",1,0
487,"QRBNKNRB","qrbnknrb","qrbnknrb/pppppppp/8/8/8/8/PPPPPPPP/QRBNKNRB w KQkq - 0 1","qrbnknrb/pppppppp/8/8/8/8/PPPPPPPP/QRBNKNRB w GBgb - 0 1",1,0
488,"QBRNBKNR","qbrnbknr","qbrnbknr/pppppppp/8/8/8/8/PPPPPPPP/QBRNBKNR w KQkq - 0 1","qbrnbknr/pppppppp/8/8/8/8/PPPPPPPP/QBRNBKNR w HChc - 0 1",1,0
489,"QRNBBKNR","qrnbbknr","qrnbbknr/pppppppp/8/8/8/8/PPPPPPPP/QRNBBKNR w KQkq - 0 1","qrnbbknr/pppppppp/8/8/8/8/PPPPPPPP/QRNBBKNR w HBhb - 0 1",1,0
490,"QRNKBBNR","qrnkbbnr","qrnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBNR w KQkq - 0 1","qrnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRNKBBNR w HBhb - 0 1",1,0
491,"QRNKBNRB","qrnkbnrb","qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w KQkq - 0 1","qrnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRNKBNRB w GBgb - 0 1",1,0
492,"QBRNKNBR","qbrnknbr","qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w KQkq - 0 1","qbrnknbr/pppppppp/8/8/8/8/PPPPPPPP/QBRNKNBR w HChc - 0 1",1,0
493,"QRNBKNBR","qrnbknbr","qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w KQkq - 0 1","qrnbknbr/pppppppp/8/8/8/8/PPPPPPPP/QRNBKNBR w HBhb - 0 1",1,0
494,"QRNKNBBR","qrnknbbr","qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w KQkq - 0 1","qrnknbbr/pppppppp/8/8/8/8/PPPPPPPP/QRNKNBBR w HBhb - 0 1",1,0
495,"QRNKNRBB","qrnknrbb","qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w KQkq - 0 1","qrnknrbb/pppppppp/8/8/8/8/PPPPPPPP/QRNKNRBB w FBfb - 0 1",1,0
496,"BBRQNKNR","bbrqnknr","bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w KQkq - 0 1","bbrqnknr/pppppppp/8/8/8/8/PPPPPPPP/BBRQNKNR w HChc - 0 1",1,0
497,"BRQBNKNR","brqbnknr","brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w KQkq - 0 1","brqbnknr/pppppppp/8/8/8/8/PPPPPPPP/BRQBNKNR w HBhb - 0 1",1,0
498,"BRQNKBNR","brqnkbnr","brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w KQkq - 0 1","brqnkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQNKBNR w HBhb - 0 1",1,0
499,"BRQNKNRB","brqnknrb","brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w KQkq - 0 1","brqnknrb/pppppppp/8/8/8/8/PPPPPPPP/BRQNKNRB w GBgb - 0 1",1,0
500,"RBBQNKNR","rbbqnknr","rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w KQkq - 0 1","rbbqnknr/pppppppp/8/8/8/8/PPPPPPPP/RBBQNKNR w HAha - 0 1",1,0
501,"RQBBNKNR","rqbbnknr","rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w KQkq - 0 1","rqbbnknr/pppppppp/8/8/8/8/PPPPPPPP/RQBBNKNR w HAha - 0 1",1,0
502,"RQBNKBNR","rqbnkbnr","rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w KQkq - 0 1","rqbnkbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBNKBNR w HAha - 0 1",1,0
503,"RQBNKNRB","rqbnknrb","rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w KQkq - 0 1","rqbnknrb/pppppppp/8/8/8/8/PPPPPPPP/RQBNKNRB w GAga - 0 1",1,0
504,"RBQNBKNR","rbqnbknr","rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w KQkq - 0 1","rbqnbknr/pppppppp/8/8/8/8/PPPPPPPP/RBQNBKNR w HAha - 0 1",1,0
505,"RQNBBKNR","rqnbbknr","rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w KQkq - 0 1","rqnbbknr/pppppppp/8/8/8/8/PPPPPPPP/RQNBBKNR w HAha - 0 1",1,0
506,"RQNKBBNR","rqnkbbnr","rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w KQkq - 0 1","rqnkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQNKBBNR w HAha - 0 1",1,0
507,"RQNKBNRB","rqnkbnrb","rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w KQkq - 0 1","rqnkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQNKBNRB w GAga - 0 1",1,0
508,"RBQNKNBR","rbqnknbr","rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w KQkq - 0 1","rbqnknbr/pppppppp/8/8/8/8/PPPPPPPP/RBQNKNBR w HAha - 0 1",1,0
509,"RQNBKNBR","rqnbknbr","rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w KQkq - 0 1","rqnbknbr/pppppppp/8/8/8/8/PPPPPPPP/RQNBKNBR w HAha - 0 1",1,0
510,"RQNKNBBR","rqnknbbr","rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w KQkq - 0 1","rqnknbbr/pppppppp/8/8/8/8/PPPPPPPP/RQNKNBBR w HAha - 0 1",1,0
511,"RQNKNRBB","rqnknrbb","rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w KQkq - 0 1","rqnknrbb/pppppppp/8/8/8/8/PPPPPPPP/RQNKNRBB w FAfa - 0 1",1,0
512,"BBRNQKNR","bbrnqknr","bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w KQkq - 0 1","bbrnqknr/pppppppp/8/8/8/8/PPPPPPPP/BBRNQKNR w HChc - 0 1",1,0
513,"BRNBQKNR","brnbqknr","brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w KQkq - 0 1","brnbqknr/pppppppp/8/8/8/8/PPPPPPPP/BRNBQKNR w HBhb - 0 1",1,0
514,"BRNQKBNR","brnqkbnr","brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w KQkq - 0 1","brnqkbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNQKBNR w HBhb - 0 1",1,0
515,"BRNQKNRB","brnqknrb","brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w KQkq - 0 1","brnqknrb/pppppppp/8/8/8/8/PPPPPPPP/BRNQKNRB w GBgb - 0 1",1,0
516,"RBBNQKNR","rbbnqknr","rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w KQkq - 0 1","rbbnqknr/pppppppp/8/8/8/8/PPPPPPPP/RBBNQKNR w HAha - 0 1",1,0
517,"RNBBQKNR","rnbbqknr","rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w KQkq - 0 1","rnbbqknr/pppppppp/8/8/8/8/PPPPPPPP/RNBBQKNR w HAha - 0 1",1,0
518,"RNBQKBNR","rnbqkbnr","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w HAha - 0 1",1,1
519,"RNBQKNRB","rnbqknrb","rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w KQkq - 0 1","rnbqknrb/pppppppp/8/8/8/8/PPPPPPPP/RNBQKNRB w GAga - 0 1",1,0
520,"RBNQBKNR","rbnqbknr","rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w KQkq - 0 1","rbnqbknr/pppppppp/8/8/8/8/PPPPPPPP/RBNQBKNR w HAha - 0 1",1,0
521,"RNQBBKNR","rnqbbknr","rnqbbknr/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKNR w KQkq - 0 1","rnqbbknr/pppppppp/8/8/8/8/PPPPPPPP/RNQBBKNR w HAha - 0 1",1,0
522,"RNQKBBNR","rnqkbbnr","rnqkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBNR w KQkq - 0 1","rnqkbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNQKBBNR w HAha - 0 1",1,0
523,"RNQKBNRB","rnqkbnrb","rnqkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBNRB w KQkq - 0 1","rnqkbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNQKBNRB w GAga - 0 1",1,0
524,"RBNQKNBR","rbnqknbr","rbnqknbr/pppppppp/8/8/8/8/PPPPPPPP/RBNQKNBR w KQkq - 0 1","rbnqknbr/pppppppp/8/8/8/8/PPPPPPPP/RBNQKNBR w HAha - 0 1",1,0
525,"RNQBKNBR","rnqbknbr","rnqbknbr/pppppppp/8/8/8/8/PPPPPPPP/RNQBKNBR w KQkq - 0 1","rnqbknbr/pppppppp/8/8/8/8/PPPPPPPP/RNQBKNBR w HAha - 0 1",1,0
526,"RNQKNBBR","rnqknbbr","rnqknbbr/pppppppp/8/8/8/8/PPPPPPPP/RNQKNBBR w KQkq - 0 1","rnqknbbr/pppppppp/8/8/8/8/PPPPPPPP/RNQKNBBR w HAha - 0 1",1,0
527,"RNQKNRBB","rnqknrbb","rnqknrbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKNRBB w KQkq - 0 1","rnqknrbb/pppppppp/8/8/8/8/PPPPPPPP/RNQKNRBB w FAfa - 0 1",1,0
528,"BBRNKQNR","bbrnkqnr","bbrnkqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQNR w KQkq - 0 1","bbrnkqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRNKQNR w HChc - 0 1",1,0
529,"BRNBKQNR","brnbkqnr","brnbkqnr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQNR w KQkq - 0 1","brnbkqnr/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQNR w HBhb - 0 1",1,0
530,"BRNKQBNR","brnkqbnr","brnkqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBNR w KQkq - 0 1","brnkqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBNR w HBhb - 0 1",1,0
531,"BRNKQNRB","brnkqnrb","brnkqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQNRB w KQkq - 0 1","brnkqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQNRB w GBgb - 0 1",1,0
532,"RBBNKQNR","rbbnkqnr","rbbnkqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQNR w KQkq - 0 1","rbbnkqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQNR w HAha - 0 1",1,0
533,"RNBBKQNR","rnbbkqnr","rnbbkqnr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQNR w KQkq - 0 1","rnbbkqnr/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQNR w HAha - 0 1",1,0
534,"RNBKQBNR","rnbkqbnr","rnbkqbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBNR w KQkq - 0 1","rnbkqbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBNR w HAha - 0 1",1,0
535,"RNBKQNRB","rnbkqnrb","rnbkqnrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQNRB w KQkq - 0 1","rnbkqnrb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQNRB w GAga - 0 1",1,0
536,"RBNKBQNR","rbnkbqnr","rbnkbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQNR w KQkq - 0 1","rbnkbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQNR w HAha - 0 1",1,0
537,"RNKBBQNR","rnkbbqnr","rnkbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQNR w KQkq - 0 1","rnkbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQNR w HAha - 0 1",1,0
538,"RNKQBBNR","rnkqbbnr","rnkqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBNR w KQkq - 0 1","rnkqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBNR w HAha - 0 1",1,0
539,"RNKQBNRB","rnkqbnrb","rnkqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBNRB w KQkq - 0 1","rnkqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBNRB w GAga - 0 1",1,0
540,"RBNKQNBR","rbnkqnbr","rbnkqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKQNBR w KQkq - 0 1","rbnkqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBNKQNBR w HAha - 0 1",1,0
541,"RNKBQNBR","rnkbqnbr","rnkbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBQNBR w KQkq - 0 1","rnkbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RNKBQNBR w HAha - 0 1",1,0
542,"RNKQNBBR","rnkqnbbr","rnkqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKQNBBR w KQkq - 0 1","rnkqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RNKQNBBR w HAha - 0 1",1,0
